link,question,related_links
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=11180&row_limit=1,"Tôi muốn nhận lương hưu, trợ cấp BHXH qua tài khoản cá nhân thì thủ tục thế nào?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000740']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=11178&row_limit=1,"Tôi có thể nhận lương hưu, trợ cấp bảo hiểm xã hội hàng tháng bằng các hình thức nào?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000740']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=11197&row_limit=1,"Tôi muốn hỏi hồ sơ người hưởng lĩnh chế độ bảo hiểm xã hội hàng tháng bằng tiền mặt chuyển sang lĩnh bằng tài khoản cá nhân và ngược lại, hoặc thay đổi tài khoản cá nhân, hoặc thay đổi nơi nhận trong địa bàn tỉnh nộp ở đâu?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000740']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=11187&row_limit=1,"Tôi đang nhận lương hưu hàng tháng bằng tiền mặt, nay tôi muốn chuyển sang nhận lương hưu hàng tháng qua tài khoản cá nhân vậy tôi phải làm gì?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000740']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=11704&row_limit=1,"Việc đóng phí, lệ phí đăng ký doanh nghiệp như thế nào?","['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001199', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001583', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001610', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.002042', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.002043']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=11706&row_limit=1,Điều kiện để được cấp Giấy chứng nhận đăng ký hộ kinh doanh là gì?,['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001612']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=11533&row_limit=1,"Nhà đầu tư có thể đề xuất thực hiện dự án PPP ngoài các dự án, danh mục đã công bố không?","['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000139', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001096', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001995', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.002097']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=11536&row_limit=1,Hồ sơ đề xuất dự án PPP của nhà đầu tư bao gồm những tài liệu gì?,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000139', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001096', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001995', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.002097']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=11545&row_limit=1,Văn bản thỏa thuận về việc giao nhà đầu tư tổ chức lập báo cáo nghiên cứu khả thi dự án công nghệ cao bao gồm những nội dung gì?,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000139', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001995']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=11546&row_limit=1,Thời gian thẩm định báo cáo nghiên cứu khả thi dự án PPP do nhà đầu tư đề xuất là bao lâu?,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000139', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001995']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=11623&row_limit=1,Có thể sử dụng từ “tập đoàn” để đặt tên doanh nghiệp hay không?,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001199', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001583', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001610', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.002042', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.002043']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=11619&row_limit=1,Đối tượng nào được quyền thành lập và quản lý doanh nghiệp?,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001199', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001583', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001610', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.002042', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.002043']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=11958&row_limit=1,Xin hỏi về thời hạn cấp Giấy chứng nhận đăng ký đầu tư đối với dự án đầu tư thuộc thẩm quyền quyết định chủ trương đầu tư của Ủy ban nhân dân cấp tỉnh?,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001853', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004635']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12013&row_limit=1,"Trình tự, thủ tục Thủ tướng Chính phủ quyết định chủ trương đầu tư ra nước ngoài?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.002046']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=11816&row_limit=1,"Quyết định chủ trương đầu tư dự án nhóm A sử dụng vốn ODA, vốn vay ưu đãi gồm những nội dung gì?","['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000028', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000042', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001041', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000514', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004864']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=11958&row_limit=1,Xin hỏi về thời hạn cấp Giấy chứng nhận đăng ký đầu tư đối với dự án đầu tư thuộc thẩm quyền quyết định chủ trương đầu tư của Ủy ban nhân dân cấp tỉnh?,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001853', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004635']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12013&row_limit=1,"Trình tự, thủ tục Thủ tướng Chính phủ quyết định chủ trương đầu tư ra nước ngoài?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.002046']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12341&row_limit=1,Thời hạn giải quyết thủ tục cho phép trường trung học phổ thông hoạt động giáo dục trong bao lâu?,['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005074']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12345&row_limit=1,Có mất phí và lệ phí để làm thủ tục cho phép trường trung học phổ thông hoạt động giáo dục?,['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005074']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12346&row_limit=1,"Thủ tục cho phép trường trung học phổ thông hoạt động giáo dục, có tên mẫu đơn, mẫu tờ khai không?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005074']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12366&row_limit=1,"Thủ tục sáp nhập, chia tách trường trung học phổ thông, có kết quả thực hiện như thế nào?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005070']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12367&row_limit=1,"Có mất phí làm thủ tục sáp nhập, chia tách trường trung học phổ thông?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005070']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12369&row_limit=1,"Thủ tục sáp nhập, chia tách trường trung học phổ thông, có những yêu cầu và điều kiện gì?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005070']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12406&row_limit=1,"Thủ tục cho phép trường trung học phổ thông chuyên hoạt động giáo dục, có thành phần, số lượng bộ hồ sơ như thế nào?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005008']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12453&row_limit=1,"Tôi muốn biết thủ tục thành lập trường phổ thông dân tộc nội trú, có cơ quan nào thực hiện?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005084']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12455&row_limit=1,"Tôi muốn biết thủ tục thành lập trường phổ thông dân tộc nội trú, lệ phí như thế nào?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005084']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12341&row_limit=1,Thời hạn giải quyết thủ tục cho phép trường trung học phổ thông hoạt động giáo dục trong bao lâu?,['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005074']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12345&row_limit=1,Có mất phí và lệ phí để làm thủ tục cho phép trường trung học phổ thông hoạt động giáo dục?,['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005074']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12346&row_limit=1,"Thủ tục cho phép trường trung học phổ thông hoạt động giáo dục, có tên mẫu đơn, mẫu tờ khai không?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005074']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12366&row_limit=1,"Thủ tục sáp nhập, chia tách trường trung học phổ thông, có kết quả thực hiện như thế nào?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005070']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12367&row_limit=1,"Có mất phí làm thủ tục sáp nhập, chia tách trường trung học phổ thông?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005070']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12369&row_limit=1,"Thủ tục sáp nhập, chia tách trường trung học phổ thông, có những yêu cầu và điều kiện gì?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005070']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=11707&row_limit=1,Hộ kinh doanh có được kinh doanh ngành nghề kinh doanh có điều kiện không?,['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001612']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=11716&row_limit=1,Tôi đang làm chủ một hộ kinh doanh và hiện nay tôi muốn đăng ký thành lập thêm một hộ kinh doanh nữa do tôi làm chủ hộ thì có được hay không?,['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001612']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=11629&row_limit=1,"Trường hợp doanh nghiệp đăng ký kinh doanh các ngành, nghề đầu tư kinh doanh có điều kiện thì khi doanh nghiệp có phải nộp các giấy tờ chứng minh đáp ứng các điều kiện đầu tư kinh doanh khi đăng ký thành lập doanh nghiệp không?","['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001199', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001583', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001610', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.002042', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.002043']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=11922&row_limit=1,Việc đăng ký hoạt động chi nhánh của doanh nghiệp có vốn đầu tư nước ngoài được quy định như thế nào?,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001791', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001199', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001583', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001610', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.002042']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=11957&row_limit=1,Xin hỏi về trình tự thực hiện cấp Giấy chứng nhận đăng ký đầu tư đối với dự án đầu tư không thuộc diện quyết định chủ trương đầu tư?,['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004635']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=11981&row_limit=1,Quỹ Đầu tư khởi nghiệp sáng tạo có tư cách pháp nhân không?,['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000024']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=11986&row_limit=1,Thông báo thành lập quỹ khởi nghiệp sáng tạo thực hiện là bao nhiêu ngày?,['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000024']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12016&row_limit=1,"Trình tự, thủ tục cấp Giấy chứng nhận đăng ký đầu tư ra nước ngoài đối với các dự án không thuộc diện phải có quyết định chủ trương đầu tư ra nước ngoài?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000239']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12021&row_limit=1,Cơ quan nào có thẩm quyền quyết định chủ trương đầu tư ra nước ngoài?,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000239', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000301', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.002046']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12022&row_limit=1,Hồ s thực hiện thủ tục quyết định chủ trương đầu tư ra nước ngoài do Thủ tướng Chính phủ quyết định gồm những gì?,['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.002046']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12024&row_limit=1,"Hồ sơ, trình tự, thủ tục Quốc hội quyết định chủ trương đầu tư ra nước ngoài?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000301']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=11812&row_limit=1,"Cơ quan nào thẩm định Nghiên cứu tiền khả thi dự án nhóm A sử dụng vốn ODA, vốn vay ưu đãi?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000042']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12344&row_limit=1,"Thủ tục cho phép trường trung học phổ thông hoạt động giáo dục, kết quả thực hiện là gì?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005074']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12352&row_limit=1,Thời hạn giải quyết thủ tục cho phép trường trung học phổ thông hoạt động trở lại trong bao lâu?,['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005067']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12362&row_limit=1,"Thành phần và số lượng bộ hồ sơ để làm thủ tục sáp nhập, chia tách trường trung học phổ thông như thế nào?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005070']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12410&row_limit=1,"Tôi muốn biết thủ tục cho phép trường trung học phổ thông chuyên hoạt động giáo dục, có kết quả thực hiện như thế nào?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005008']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12424&row_limit=1,"Tôi muốn biết thủ tục cho phép trường trung học phổ thông chuyên hoạt động trở lại, có những yêu cầu và điều kiện gì?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004988']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12429&row_limit=1,"Tôi muốn biết thủ tục sáp nhập, chia tách trường trung học phổ thông chuyên, có thời hạn giải quyết như thế nào?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004999']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12430&row_limit=1,"Tôi muốn biết thủ tục sáp nhập, chia tách trường trung học phổ thông chuyên, đối tượng nào thực hiện?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004999']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12451&row_limit=1,"Tôi muốn biết thủ tục thành lập trường phổ thông dân tộc nội trú, có thời hạn giải quyết như thế nào?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005084']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12463&row_limit=1,"Tôi muốn biết thủ tục cho phép trường phổ thông dân tộc nội trú có cấp học cao nhất là trung học phổ thông hoạt động giáo dục, đối tượng nào thực hiện thủ tục hành chính?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005081']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12468&row_limit=1,"Tôi muốn biết thủ tục cho phép trường phổ thông dân tộc nội trú có cấp học cao nhất là trung học phổ thông hoạt động giáo dục, có những yêu cầu và điều kiện thực hiện thủ tục hành chính như thế nào?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005081']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=11719&row_limit=1,TTHC thành lập DNXH đối với doanh nghiệp tư nhân?,['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001610']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=11559&row_limit=1,"Trường hợp dự án do nhà đầu tư đề xuất được phê duyệt chủ trương đầu tư, các nội dung liên quan đến quyền sở hữu trí tuệ, bí mật thương mại, công nghệ hoặc các thỏa thuận huy động vốn để thực hiện dự án cần bảo mật thì có bắt buộc phải công bố thông tin theo quy định không?","['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000139', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001096', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005089', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001994', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001995']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=11649&row_limit=1,Đề nghị hướng dẫn về người có thẩm quyền xác thực hồ sơ đăng ký doanh nghiệp qua mạng điện tử?,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001199', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001583', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001610', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.002042', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.002043']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=11924&row_limit=1,Xin hỏi tôi có thể sử dụng tiếng Anh trong hồ sơ đăng ký đầu tư được không?,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001853', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004635']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=11942&row_limit=1,Xin hỏi về các điều kiện đầu tư đối với nhà đầu tư nước ngoài?,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001853', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004635']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=11955&row_limit=1,Khi nào Dự án của tôi được hoàn trả tiền ký quỹ?,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002387', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002401', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001853', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004635']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=11987&row_limit=1,Cơ quan nào có trách nhiệm xem xét tính hợp lệ của thông báo quỹ khởi nghiệp sáng tạo và các tài liệu kèm theo?,['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000024']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12001&row_limit=1,Đầu tư ra nước ngoài là gì?,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000239', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000301', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.002046']"
